security_code,issuer_name,security_id,security_name,status,group,face_value,isin_number,industry,sector_name,group_name,sub_group_name
532392,creative eye ltd.,creativeye,creative eye ltd.,Active,B,5,ine230b01021,"media, entertainment & publication",consumer discretionary,entertainment,media & entertainment
532395,axiscades technologies limited,axiscades,axiscades technologies ltd,Active,B,5,ine555b01013,information technology,information technology,it - services,it enabled services
532397,konndor industries limited,konndor,konndor industries ltd,Active,X,10,ine971a01014,forest materials,commodities,paper forest & jute products,paper & paper products
532398,usha martin education & solutions limited,umesltd,usha martin education & solutions limited,Active,T,1,ine240c01028,consumer services,consumer discretionary,other consumer services,e-learning
532400,birlasoft limited,bsoft,birlasoft ltd,Active,A,2,ine836a01035,information technology,information technology,it - software,computers - software & consulting
532402,usg tech solutions ltd,usgtech,usg tech solutions ltd.,Active,X,10,ine718b01017,information technology,information technology,it - services,it enabled services
532404,saven technologies ltd.,7tec,saven technologies ltd.,Active,X,1,ine856b01023,information technology,information technology,it - services,it enabled services
532406,avantel limited,avantel,avantel ltd.,Active,X,10,ine005b01019,telecommunication,telecommunication,telecom - equipment & accessories,telecom - equipment & accessories
532407,moschip technologies limited,moschip,moschip technologies ltd,Active,X,2,ine935b01025,information technology,information technology,it - software,software products
532408,megasoft ltd.,megasoft,megasoft ltd.,Active,B,10,ine933b01012,telecommunication,telecommunication,telecom - services,other telecom services
532410,transcorp international ltd.,transcor,transcorp international ltd.,Active,X,2,ine330e01023,financial services,financial services,finance,other financial services
532411,visesh infotecnics ltd.,viseshinfo,visesh infotecnics ltd.,Active,B,1,ine861a01058,telecommunication,telecommunication,telecom - services,other telecom services
532413,cerebra integrated technologies ltd.,cerebraint,cerebra integrated technologies ltd.,Active,A,10,ine345b01019,information technology,information technology,it - hardware,computers hardware & equipments
532416,next mediaworks ltd,nextmedia,next mediaworks ltd.,Active,B,10,ine747b01016,"media, entertainment & publication",consumer discretionary,media,advertising & media agencies
532419,smartlink holdings limited,smartlink,smartlink holdings ltd,Active,B,2,ine178c01020,information technology,information technology,it - hardware,computers hardware & equipments
532424,godrej consumer products ltd.,godrejcp,godrej consumer products ltd.,Active,A,1,ine102d01028,fast moving consumer goods,fast moving consumer goods,personal products,personal care
532425,genus prime infra limited,genusprime,genus prime infra ltd,Active,X,2,ine256d01014,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
532430,bf utilities ltd.,bfutilitie,bf utilities ltd.,Active,A,5,ine243d01012,construction,industrials,construction,civil construction
532432,united spirits limited,unitdspr,united spirits ltd.,Active,B,2,ine854d01024,fast moving consumer goods,fast moving consumer goods,beverages,breweries & distilleries
532435,sanmit infra limited,saninfra,sanmit infra limited,Active,X,10,ine799c01023,"oil, gas & consumable fuels",energy,petroleum products,refineries & marketing
532439,olectra greentech limited,olectra,olectra greentech ltd,Active,B,4,ine260d01016,automobile and auto components,consumer discretionary,automobiles,passenger cars & utility vehicles
532440,mps limited,mpsltd,mps ltd.,Active,B,10,ine943d01017,consumer services,consumer discretionary,other consumer services,e-learning
532441,rainbow denim ltd.,rainbowdq,rainbow denim ltd.,Active,XT,10,ine820d01025,textiles,consumer discretionary,textiles & apparels,other textile products
532443,cera sanitaryware ltd.,cera,cera sanitaryware ltd.,Active,A,5,ine739e01017,consumer durables,consumer discretionary,consumer durables,sanitary ware
532444,t. spiritual world ltd.,tspiritual,t.spiritual world ltd.,Active,XT,10,ine541c01037,information technology,information technology,it - software,software products
532454,bharti airtel ltd.,bhartiartl,bharti airtel ltd.,Active,A,5,ine397d01024,telecommunication,telecommunication,telecom - services,telecom - cellular & fixed line services
532455,shalimar wires industries ltd.,shaliwir,shalimar wires industries ltd.,Active,X,2,ine655d01025,metals & mining,commodities,non - ferrous metals,copper
532456,compuage infocom ltd,compuage,compuage infocom ltd.,Active,B,2,ine070c01037,information technology,information technology,it - hardware,computers hardware & equipments
532457,gulshan polyols ltd.,gulpoly,gulshan polyols ltd.,Active,B,1,ine255d01024,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
532459,faze three autofab limited,faze3auto,faze three autofab ltd,Active,X,10,ine207d01017,textiles,consumer discretionary,textiles & apparels,other textile products
532460,ponni sugars (erode) ltd.,ponnierode,ponni sugars (erode) ltd.,Active,B,10,ine838e01017,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
532461,punjab national bank,pnb,punjab national bank,Active,A,2,ine160a01022,financial services,financial services,banks,public sector bank
532466,oracle financial services software limited,ofss,oracle financial services software ltd.,Active,A,5,ine881d01027,information technology,information technology,it - software,software products
532467,hazoor multi projects limited,hazoor,hazoor multi projects ltd.,Active,X,10,ine550f01031,realty,consumer discretionary,realty,residential commercial projects
532468,kama holdings limited,kamahold,kama holdings limited,Active,A,10,ine411f01010,financial services,financial services,finance,holding company
532475,aptech ltd.,aptecht,aptech ltd.,Active,A,10,ine266f01018,consumer services,consumer discretionary,other consumer services,education
532477,union bank of india,unionbank,union bank of india,Active,A,10,ine692a01016,financial services,financial services,banks,public sector bank
532478,united breweries ltd.,ubl,united breweries ltd.,Active,A,1,ine686f01025,fast moving consumer goods,fast moving consumer goods,beverages,breweries & distilleries
532479,ismt limited,ismtltd,ismt ltd.,Active,T,5,ine732f01019,capital goods,industrials,industrial products,iron & steel products
532481,noida toll bridge company ltd,noidatoll,noida toll bridge company ltd.,Active,B,10,ine781b01015,services,services,transport infrastructure,toll bridge operator
532482,granules india ltd.,granules,granules india ltd.,Active,A,1,ine101d01020,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532483,canara bank,canbk,canara bank,Active,A,10,ine476a01014,financial services,financial services,banks,public sector bank
532485,balmer lawrie investments ltd.,blil,balmer lawrie investments ltd.,Active,B,10,ine525f01017,financial services,financial services,finance,non banking financial company (nbfc)
532486,pokarna ltd.,pokarna,pokarna ltd.,Active,B,2,ine637c01025,consumer durables,consumer discretionary,consumer durables,furniture home furnishing flooring
532488,divi's laboratories ltd.,divislab,divi's laboratories ltd.,Active,A,2,ine361b01024,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532493,astra microwave products ltd.,astramicro,astra microwave products ltd.,Active,A,2,ine386c01029,capital goods,industrials,aerospace & defense,aerospace & defense
532497,radico khaitan ltd.,radico,radico khaitan ltd.,Active,A,2,ine944f01028,fast moving consumer goods,fast moving consumer goods,beverages,breweries & distilleries
532498,shriram-city union finance ltd.,shriramcit,shriram city union finance ltd.,Active,A,10,ine722a01011,financial services,financial services,finance,non banking financial company (nbfc)
532500,maruti suzuki india ltd.,maruti,maruti suzuki india ltd.,Active,A,5,ine585b01010,automobile and auto components,consumer discretionary,automobiles,passenger cars & utility vehicles
532503,rajapalayam mills limited,rajpalayam,rajapalayam mills ltd.,Active,X,10,ine296e01026,textiles,consumer discretionary,textiles & apparels,other textile products
532504,navin fluorine international limited,navinfluor,navin fluorine international limited,Active,A,2,ine048g01026,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
532505,uco bank,ucobank,uco bank,Active,A,10,ine691a01018,financial services,financial services,banks,public sector bank
532507,b.a.g. films & media ltd,bagfilms,b.a.g.films & media ltd.,Active,B,2,ine116d01028,"media, entertainment & publication",consumer discretionary,entertainment,tv broadcasting & software production
532508,jindal stainless limited,jsl,jindal stainless ltd.,Active,A,2,ine220g01021,metals & mining,commodities,ferrous metals,iron & steel
532509,suprajit engineering ltd.,suprajit,suprajit engineering ltd.,Active,B,1,ine399c01030,automobile and auto components,consumer discretionary,auto components,auto components & equipments
532513,tvs electronics ltd.,tvselect,tvs electronics ltd.,Active,B,10,ine236g01019,information technology,information technology,it - hardware,computers hardware & equipments
532514,indraprashtha gas ltd.,igl,indraprastha gas ltd.,Active,A,2,ine203g01027,"oil, gas & consumable fuels",energy,gas,lpg/cng/png/lng supplier
532515,t.v.today network limited,tvtoday,tv today network ltd.,Active,A,5,ine038f01029,"media, entertainment & publication",consumer discretionary,entertainment,tv broadcasting & software production
532521,palred technologies limited,palred,palred technologies limited,Active,B,10,ine218g01033,information technology,information technology,it - services,it enabled services
532522,petronet lng ltd.,petronet,petronet lng ltd.,Active,A,10,ine347g01014,"oil, gas & consumable fuels",energy,gas,lpg/cng/png/lng supplier
532523,biocon ltd.,biocon,biocon ltd.,Active,A,5,ine376g01013,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532524,ptc india ltd,ptc,ptc india ltd.,Active,A,10,ine877f01012,power,utilities,power,power trading
532525,bank of maharashtra,mahabank,bank of maharashtra,Active,A,10,ine457a01014,financial services,financial services,banks,public sector bank
532527,ramkrishna forgings ltd.,rkforge,ramkrishna forgings ltd.,Active,A,2,ine399g01023,capital goods,industrials,industrial products,castings & forgings
532528,datamatics global services limited,datamatics,datamatics global services ltd.,Active,B,5,ine365b01017,information technology,information technology,it - services,it enabled services
